size_bytes,size_str,count_elements,type,redop,root,time_us,algbw_gbps,busbw_gbps,errors
2048,2K,512,float,none,none,85.40325798094273,0.04466688222217739,0.04466688222217739,0
4096,4K,1024,float,none,none,83.27425457537174,0.09161768628435593,0.09161768628435593,0
8192,8K,2048,float,none,none,83.56007747352123,0.1826086035802833,0.1826086035802833,0
16384,16K,4096,float,none,none,82.5825147330761,0.36954043145379106,0.36954043145379106,0
32768,32K,8192,float,none,none,83.45020469278097,0.7313961238884771,0.7313961238884771,0
65536,64K,16384,float,none,none,84.2580571770668,1.4487672347283231,1.4487672347283231,0
131072,128K,32768,float,none,none,84.32832546532154,2.8951200400676558,2.8951200400676558,0
262144,256K,65536,float,none,none,84.9295174703002,5.749252610210009,5.749252610210009,0
524288,512K,131072,float,none,none,88.86756841093302,10.988963887076013,10.988963887076013,0
1048576,1M,262144,float,none,none,94.53464299440384,20.660415463943934,20.660415463943934,0
2097152,2M,524288,float,none,none,111.13216169178486,35.14959072634289,35.14959072634289,0
4194304,4M,1048576,float,none,none,148.15176837146282,52.73308638754563,52.73308638754563,0
8388608,8M,2097152,float,none,none,199.92382731288671,78.15476629279617,78.15476629279617,0
16777216,16M,4194304,float,none,none,303.78198716789484,102.86982546706658,102.86982546706658,0
33554432,32M,8388608,float,none,none,506.1957286670804,123.4700264353783,123.4700264353783,0
67108864,64M,16777216,float,none,none,907.103274948895,137.80128840020154,137.80128840020154,0
134217728,128M,33554432,float,none,none,1710.8159372583032,146.1291039880314,146.1291039880314,0
268435456,256M,67108864,float,none,none,3315.6187972053885,150.80141312428057,150.80141312428057,0
536870912,512M,134217728,float,none,none,6513.8038713485,153.52012737113287,153.52012737113287,0
1073741824,1G,268435456,float,none,none,12915.111985057592,154.8573486868671,154.8573486868671,0
2147483648,2G,536870912,float,none,none,25735.147413797677,155.42945745301753,155.42945745301753,0
