size_bytes,size_str,count_elements,type,redop,root,time_us,algbw_gbps,busbw_gbps,errors
2048,2K,512,float,sum,N/A,202.6804504566826,0.08083660739397079,0.12125491109095618,0
4096,4K,1024,float,sum,N/A,179.74595248233527,0.1823017405814482,0.2734526108721723,0
8192,8K,2048,float,sum,N/A,172.4644491332583,0.37999715494618963,0.5699957324192845,0
16384,16K,4096,float,sum,N/A,512.7287469804287,0.25563614439781573,0.38345421659672363,0
32768,32K,8192,float,sum,N/A,161.64985427167267,1.621677923442074,2.432516885163111,0
65536,64K,16384,float,sum,N/A,161.7160509340465,3.2420282153304814,4.863042322995722,0
131072,128K,32768,float,sum,N/A,165.84415134275332,6.322658903013635,9.483988354520452,0
262144,256K,65536,float,sum,N/A,163.93895202782005,12.792274038961272,19.188411058441908,0
524288,512K,131072,float,sum,N/A,151.4179486548528,27.700177140562367,41.55026571084355,0
1048576,1M,262144,float,sum,N/A,187.9132498288527,44.64085426461498,66.96128139692247,0
2097152,2M,524288,float,sum,N/A,192.86614551674575,86.98891116970711,130.48336675456068,0
4194304,4M,1048576,float,sum,N/A,216.28675021929666,155.13863870985446,232.70795806478168,0
8388608,8M,2097152,float,sum,N/A,256.0583990998566,262.084212960455,393.12631944068244,0
16777216,16M,4194304,float,sum,N/A,446.87764602713287,300.3455849564934,450.51837743474005,0
33554432,32M,8388608,float,sum,N/A,486.7950003244914,551.4342912746932,827.1514369120398,0
67108864,64M,16777216,float,sum,N/A,2843.208346166648,188.825737207699,283.2386058115485,0
134217728,128M,33554432,float,sum,N/A,1508.8435495272279,711.6323122675243,1067.4484684012864,0
268435456,256M,67108864,float,sum,N/A,2864.7073471802287,749.634565678689,1124.4518485180336,0
536870912,512M,134217728,float,sum,N/A,5418.730947712902,792.6149752485475,1188.9224628728211,0
1073741824,1G,268435456,float,sum,N/A,10583.753952232655,811.615106583987,1217.4226598759806,0
2147483648,2G,536870912,float,sum,N/A,20825.512398732826,824.9434085974925,1237.4151128962387,0
4294967296,4G,1073741824,float,sum,N/A,41345.90260509867,831.0312800805283,1246.5469201207925,0
8589934592,8G,2147483648,float,sum,N/A,82160.6221012189,836.4040458620201,1254.60606879303,0
