size_bytes,size_str,count_elements,type,redop,root,time_us,algbw_gbps,busbw_gbps,errors
2048,2K,512,float,sum,N/A,54.95692603290081,0.29812438909322303,0.553659579744557,0
4096,4K,1024,float,sum,N/A,46.56927194446325,0.7036399460802796,1.3067598998633763,0
8192,8K,2048,float,sum,N/A,46.58796824514866,1.4067151341553612,2.612470963431385,0
16384,16K,4096,float,sum,N/A,47.78143484145403,2.7431574718280554,5.094435304823532,0
32768,32K,8192,float,sum,N/A,53.800083696842194,4.872557475507916,9.049035311657558,0
65536,64K,16384,float,sum,N/A,61.35273724794388,8.545470398186195,15.870159310917218,0
131072,128K,32768,float,sum,N/A,64.65681362897158,16.21756379794985,30.11833276762115,0
262144,256K,65536,float,sum,N/A,125.36994181573391,16.727709765410513,31.065746707190954,0
524288,512K,131072,float,sum,N/A,80.04263509064913,52.400873550076234,97.31590802157015,0
1048576,1M,262144,float,sum,N/A,111.1009856685996,75.50435263483776,140.2223691789844,0
2097152,2M,524288,float,sum,N/A,122.72936291992664,136.70091330096858,253.8731247017988,0
4194304,4M,1048576,float,sum,N/A,152.15501189231873,220.52794438179092,409.55189670904025,0
8388608,8M,2097152,float,sum,N/A,213.49084563553333,314.3407100207318,583.7756043242163,0
16777216,16M,4194304,float,sum,N/A,285.2464094758034,470.5325765419855,873.8462135779731,0
33554432,32M,8388608,float,sum,N/A,491.88523553311825,545.7278174024934,1013.4945180332021,0
67108864,64M,16777216,float,sum,N/A,901.8093347549438,595.3264080437673,1105.6061863669963,0
134217728,128M,33554432,float,sum,N/A,1568.324025720358,684.6428457326043,1271.479570646265,0
268435456,256M,67108864,float,sum,N/A,2861.1516347154975,750.5661782981796,1393.9086168394765,0
536870912,512M,134217728,float,sum,N/A,5647.267424501479,760.539031207495,1412.4296293853479,0
1073741824,1G,268435456,float,sum,N/A,10994.399432092905,781.3009382691503,1450.9874567855647,0
2147483648,2G,536870912,float,sum,N/A,21747.369994409382,789.974566506959,1467.0956235129238,0
4294967296,4G,1073741824,float,sum,N/A,43061.33738718927,797.9254814835828,1481.8616084695109,0
