size_bytes,size_str,count_elements,type,redop,root,time_us,algbw_gbps,busbw_gbps,errors
2048,2K,512,float,sum,N/A,57.88265261799097,0.2830554450938822,0.5307289595510292,0
4096,4K,1024,float,sum,N/A,50.15544593334198,0.6533288537310507,1.22499160074572,0
8192,8K,2048,float,sum,N/A,50.079566426575184,1.3086375277646716,2.4536953645587594,0
16384,16K,4096,float,sum,N/A,50.259544514119625,2.6079026634070948,4.889817493888303,0
32768,32K,8192,float,sum,N/A,54.656947031617165,4.796169823542444,8.992818419142083,0
65536,64K,16384,float,sum,N/A,61.44561339169741,8.532553766821739,15.99853831279076,0
131072,128K,32768,float,sum,N/A,66.42262451350689,15.786428309329668,29.59955307999313,0
262144,256K,65536,float,sum,N/A,72.42024876177311,28.958088875096184,54.29641664080535,0
524288,512K,131072,float,sum,N/A,83.77600461244583,50.06569625041406,93.87318046952636,0
1048576,1M,262144,float,sum,N/A,110.38263328373432,75.99572279126015,142.4919802336128,0
2097152,2M,524288,float,sum,N/A,119.74917724728584,140.102975115683,262.6930783419056,0
4194304,4M,1048576,float,sum,N/A,151.95365995168686,220.82016326996347,414.0378061311815,0
8388608,8M,2097152,float,sum,N/A,211.8495525792241,316.77604782716594,593.9550896759362,0
16777216,16M,4194304,float,sum,N/A,289.8803912103176,463.01071776400596,868.1450958075112,0
33554432,32M,8388608,float,sum,N/A,497.396569699049,539.6809555048148,1011.9017915715278,0
67108864,64M,16777216,float,sum,N/A,898.1912629678845,597.7244871276333,1120.7334133643126,0
134217728,128M,33554432,float,sum,N/A,1544.8465012013912,695.0475812095091,1303.2142147678296,0
268435456,256M,67108864,float,sum,N/A,3478.122572414577,617.4260979276464,1157.673933614337,0
536870912,512M,134217728,float,sum,N/A,7030.043751001358,610.9446040628446,1145.5211326178337,0
1073741824,1G,268435456,float,sum,N/A,13906.70754481107,617.6828386101434,1158.1553223940189,0
2147483648,2G,536870912,float,sum,N/A,27569.845295511186,623.139847171981,1168.3872134474645,0
4294967296,4G,1073741824,float,sum,N/A,54853.058024309576,626.3960407234283,1174.4925763564281,0
